OBJECTID,GEOID10,TRACT,NAME10,ACRES_TOTAL,ACRES_LAND,ACRES_WATER,GEO_TYPE,Total_Population,Population_Not_Hispanic_or_Latino,Population_Hispanic_or_Latino,Pop_Not_Hispanic_White_alone,Pop_Not_Hispanic_Black_or_African_American_alone,Pop_Not_Hispanic_American_Indian_and_Alaska_Native_alone,Pop_Not_Hispanic_Asian_alone,Pop_Not_Hispanic_Native_Hawaiian_and_Oth_Pacific_Islander_alone,Pop_Not_Hispanic_Some_Other_Race_alone,Pop_Not_Hispanic_Two_or_More_Races,Pop_Hispanic_White_alone,Pop_Hispanic_Black_or_African_American_alone,Pop_Hispanic_American_Indian_and_Alaska_Native_alone,Pop_Hispanic_Asian_alone,Pop_Hispanic_Native_Hawaiian_and_Oth_Pacific_Islander_alone,Pop_Hispanic_Some_Other_Race_alone,Pop_Hispanic_Two_or_More_Races,Total_races_tallied,White_alone_or_in_combination,Black_or_African_American_alone_or_in_combination,American_Indian_and_Alaska_Native_alone_or_in_combination,Asian_alone_or_in_combination,Native_Hawaiian_and_Oth_Pacific_Islander_alone_or_combination,Some_Other_Race_alone_or_combination,Population_of_one_race,White_alone,Black_or_African_American_alone,American_Indian_and_Alaska_Native_alone,Asian_alone,Native_Hawaiian_and_Other_Pacific_Islander_alone,Some_Other_Race_alone,Two_or_More_Races,Population_of_two_races,White_Black_or_African_American,White_American_Indian_and_Alaska_Native,White_Asian,White_Native_Hawaiian_and_Other_Pacific_Islander,White_Some_Other_Race,Black_or_African_Amer_Amer_Indian_and_Alaska_Native,Black_or_African_American_Asian,Black_or_African_Amer_Native_Hawaiian_and_Oth_Pacific_Islander,Black_or_African_American_Some_Other_Race,American_Indian_and_Alaska_Native_Asian,Amer_Indian_and_Alaska_Nat_Nat_Hawaiian_and_Oth_Pacific_Islder,American_Indian_and_Alaska_Native_Some_Other_Race,Asian_Native_Hawaiian_and_Other_Pacific_Islander,Asian_Some_Other_Race,Native_Hawaiian_and_Other_Pacific_Islander_Some_Other_Race,Population_of_three_races,White_Black_or_African_Amer_Amer_Indian_and_Alaska_Native,White_Black_or_African_American_Asian,White_Black_or_African_Amer_Nat_Hawaiian_and_Oth_Pacific_Islder,White_Black_or_African_American_Some_Other_Race,White_American_Indian_and_Alaska_Native_Asian,White_Amer_Indian_Alaska_Nat_Nat_Hawaiian_and_Oth_Pacific_Islder,White_American_Indian_and_Alaska_Native_Some_Other_Race,White_Asian_Native_Hawaiian_and_Other_Pacific_Islander,White_Asian_Some_Other_Race,White_Native_Hawaiian_and_Other_Pacific_Islander_Some_Other_Race,Black_American_Indian_and_Alaska_Native_Asian,Black_Amer_Indian_Alaska_Nat_Hawaiian_Othr_Pacific_Isldr,Black_American_Indian_and_Alaska_Native_Some_Other_Race,Black_Asian_Native_Hawaiian_and_Other_Pacific_Islander,Black_or_African_American_Asian_Some_Other_Race,Black__Native_Hawaiian_and_Other_Pacific_Isldr_Some_Other_Race,American_Indian_Alaska_Native_Hawaiian_and_Othr_Pacific_Isldr,American_Indian_and_Alaska_Native_Asian_Some_Other_Race,Amer_Indian_Alska_Nat_Hawaiian_Othr_Pacific_Isldr_Some_Othr_Race,Asian_Native_Hawaiian_Other_Pacific_Islander_Some_Other_Race,Population_of_four_races,White_Black_African_Amer_Amer_Indian_and_Alaska_Native_Asian,White_Black_Amer_Indian_Alaska_Nat_Hawaii_and_Othr_Pacific_Isldr,White_Black_Amer_Indian_and_Alaska_Native_Some_Other_Race,White_Black_Asian_Native_Hawaiian_and_Other_Pacific_Islander,White_Black_or_African_American_Asian_Some_Other_Race,White_Black_Native_Hawaiian_Othr_Pacific_Isldr_Some_Other_Race,White_Amer_Indian_Alska_Nat_Asian_Nat_Hawaii_Othr_Pacific_Isldr,White_American_Indian_and_Alaska_Native_Asian_Some_Other_Race,White_Amer_Indian_Alska_Nat_Hawaii_Othr_Pacific_Islder_Some_Othr,White_Asian_Nat_Hawaiian_Othr_Pacific_Isldr_Some_Other_Race,Black_Amer_Indian_Alaska_Nat_Asian_Nat_Hawaii_Othr_Pacific_Isldr,Black_Amer_Indian_Alaska_Native_Asian_Some_Other_Race,Black_Amer_Indian_Alska_Nat_Hawaii_Othr_Pacific_Isldr_Some_Othr,Black_Asian_Native_Hawaiian_and_Other_Pacific_Isldr_Some_Other,Amer_Indian_Alska_Nat_Asian_Nat_Hawaii_Othr_Pcfc_Isldr_Some_Othr,Population_of_five_races,White_Black_Amer_Indian_Alska_Nat_Asian_Nat_Hawaii_Pcfc_Isldr,White_Black_Amer_Indian_Alaska_Native_Asian_Some_Other,White_Black_Amer_Indian_Alska_Nat_Hawaii_Pcfc_Isldr_Some_Othr,White_Black_Asian_Nat_Hawaiian_Other_Pacific_Isldr_Some_Other,White_Amer_Indn_Alska_Nat_Asian_Nat_Hawaii_Pcfc_Isldr_Some_Othr,Black_Amer_Indn_Alska_Nat_Asian_Nat_Hawaii_Pcfc_Isldr_Some_Othr,Population_of_six_races,White_Black_Amer_Indn_Alska_Nat_Asian_Hawaii_Pcfc_Isldr_Some_Oth,Median_Age,Median_Age_Male,Median_Age_Female,Male,Male_under_5_years,Male_5_to_9_years,Male_10_to_14_years,Male_15_to_17_years,Male_18_and_19_years,Male_20_years,Male_21_years,Male_22_to_24_years,Male_25_to_29_years,Male_30_to_34_years,Male_35_to_39_years,Male_40_to_44_years,Male_45_to_49_years,Male_50_to_54_years,Male_55_to_59_years,Male_60_and_61_years,Male_62_to_64_years,Male_65_and_66_years,Male_67_to_69_years,Male_70_to_74_years,Male_75_to_79_years,Male_80_to_84_years,Male_85_years_and_over,Female,Female_under_5_years,Female_5_to_9_years,Female_10_to_14_years,Female_15_to_17_years,Female_18_and_19_years,Female_20_years,Female_21_years,Female_22_to_24_years,Female_25_to_29_years,Female_30_to_34_years,Female_35_to_39_years,Female_40_to_44_years,Female_45_to_49_years,Female_50_to_54_years,Female_55_to_59_years,Female_60_and_61_years,Female_62_to_64_years,Female_65_and_66_years,Female_67_to_69_years,Female_70_to_74_years,Female_75_to_79_years,Female_80_to_84_years,Female_85_years_and_over,Male_Age_5_to_17,Female_Age_5_to_17,Male_Age_65_and_over,Female_Age_65_and_over,Male_White,Female_White,Male_White_under_5_years,Female_White_under_5_years,Male_White_5_17_years,Female_White_5_17_years,Male_White_65_and_over,Female_White_65_and_over,Male_Person_of_Color,Female_Person_of_Color,Male_Person_of_Color_under_5_years,Female_Person_of_Color_under_5_years,Male_Person_of_Color_5_17_years,Female_Person_of_Color_5_17_years,Male_Person_of_Color_65_and_over,Female_Person_of_Color_65_and_over,Total_Person_of_Color,DIVERSITY_INDEX,POP_UNDER_18
123,53033009600,9600,96,452.888008623998,,,Tract,5252,5056,196,4440,106,24,300,4,7,175,135,5,3,1,0,30,22,5464,4756,152,69,418,13,56,5055,4575,111,27,301,4,37,197,184,26,33,92,4,14,1,7,0,0,3,0,0,2,2,0,11,2,3,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,45.5,47.5,2499,119,112,103,63,29,14,10,67,157,173,168,219,200,238,201,75,117,68,89,83,61,53,80,2753,134,116,81,43,23,10,9,69,191,196,183,218,204,220,228,82,138,79,68,101,93,103,164,278,240,434,608,2141,2299,83,99,224,179,404,548,358,454,36,35,54,61,30,60,812,28,771
124,53033008001,8001,80.01,120.234978679764,,,Tract,5588,5248,340,3787,322,47,876,20,8,188,206,14,7,8,0,69,36,5829,4186,379,103,1017,39,105,5364,3993,336,54,884,20,77,224,209,17,33,104,10,14,6,6,0,3,3,0,1,3,9,0,13,6,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,36.3,34.9,3191,26,16,9,4,15,25,16,201,696,488,352,280,259,243,187,79,77,49,48,49,37,22,13,2397,43,13,8,5,21,19,13,201,521,362,218,170,138,159,165,59,75,45,44,50,19,28,21,29,26,218,207,2165,1622,15,24,13,16,183,173,1026,775,11,19,16,10,35,34,1801,51,124
125,53033008002,8002,80.02,56.5996795845715,,,Tract,3013,2821,192,2057,289,64,259,13,9,130,107,6,2,4,0,55,18,3178,2282,348,119,324,23,82,2865,2164,295,66,263,13,64,148,134,22,26,47,5,4,12,3,2,3,1,0,3,2,4,0,11,7,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9,43.9,38.3,1822,11,7,5,3,39,26,20,110,250,159,162,156,178,162,183,46,74,45,50,63,38,18,17,1191,15,4,6,1,65,22,23,117,173,115,80,68,61,99,86,47,62,26,23,46,31,15,6,15,11,231,147,1228,829,5,8,10,5,178,116,594,362,6,7,5,6,53,31,956,51,52
126,53033007200,7200,72,249.632489236294,,,Tract,5318,4949,369,3457,369,51,811,18,13,230,213,9,8,7,2,85,45,5621,3896,457,143,943,45,137,5043,3670,378,59,818,20,98,275,249,42,57,83,4,16,11,4,0,10,2,0,1,11,8,0,24,7,0,1,1,4,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,31.3,30.3,2790,37,11,8,7,89,49,56,336,658,459,247,184,157,162,112,45,64,18,19,27,23,13,9,2528,36,10,14,14,159,59,67,289,593,299,174,140,141,147,112,43,39,39,28,40,35,25,25,26,38,109,192,1865,1592,14,13,9,17,65,125,925,936,23,23,17,21,44,67,1861,54,137
127,53033007100,7100,71,213.017983534862,,,Tract,3055,2837,218,2256,160,21,283,5,9,103,122,5,5,5,0,54,27,3201,2493,192,67,345,16,88,2925,2378,165,26,288,5,63,130,116,16,25,40,1,21,4,2,0,0,3,1,0,3,0,0,12,2,2,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,34.9,32,1612,29,6,4,2,12,8,14,87,342,307,177,136,97,136,84,32,45,25,15,26,11,7,10,1443,39,15,4,1,7,12,12,135,371,249,159,87,63,67,70,27,37,14,15,25,13,12,9,12,20,94,88,1203,1053,15,17,7,7,80,77,409,390,14,22,5,13,14,11,799,44,100
128,53033005802,5802,58.02,763.624639939404,,,Tract,5059,4643,416,3835,181,24,346,26,7,224,235,5,11,1,2,124,38,5366,4302,254,118,480,49,163,4797,4070,186,35,347,28,131,262,220,27,46,96,5,17,6,4,0,7,3,1,0,5,3,0,40,16,3,0,2,7,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,36,35.6,36.6,2690,112,78,57,39,74,46,61,186,319,336,288,260,181,157,138,55,79,38,43,42,54,20,27,2369,89,70,51,32,22,30,39,179,327,260,216,170,163,133,136,71,74,44,39,66,48,47,63,174,153,224,307,1990,1845,75,52,107,99,196,272,700,524,37,37,67,54,28,35,1224,41,528
129,53033007000,7000,70,199.147082517469,,,Tract,6959,6633,326,5715,146,39,471,7,13,242,208,10,8,3,0,63,34,7256,6165,227,106,631,27,100,6683,5923,156,47,474,7,76,276,257,46,38,121,3,15,7,5,0,2,4,0,0,10,5,1,17,6,2,1,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,36.3,34.5,3287,69,55,40,18,16,16,18,199,642,458,368,278,212,202,180,62,101,54,60,71,64,47,57,3672,66,49,42,14,45,32,36,322,762,507,286,233,173,196,170,70,118,49,72,92,75,95,168,113,105,353,551,2694,3021,52,43,77,76,320,506,593,651,17,23,36,29,33,45,1244,32,353
130,53033006900,6900,69,223.097657509454,,,Tract,4080,3927,153,3481,45,10,198,6,7,180,98,0,1,1,0,32,21,4301,3768,68,49,326,32,58,3879,3579,45,11,199,6,39,201,187,13,27,111,12,12,1,2,0,0,1,0,1,5,2,0,10,3,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,38.4,37.9,38.8,1960,115,91,72,61,17,4,10,72,222,192,209,159,159,153,148,37,72,26,46,46,22,16,11,2120,120,99,66,41,15,8,14,84,234,221,206,171,151,157,162,68,80,38,52,45,19,29,40,224,206,167,223,1677,1804,88,93,179,159,157,207,283,316,27,27,45,47,10,16,599,27,665
131,53033026001,26001,260.01,14.9997699106252,,,Tract,106,95,11,40,35,0,19,0,0,1,3,4,1,0,0,3,0,107,44,40,1,19,0,3,105,43,39,1,19,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,40.5,37.2,47,2,4,2,2,0,1,0,1,6,1,4,3,6,3,5,1,2,0,1,1,1,0,1,59,3,5,5,2,1,2,0,2,4,4,5,4,5,2,7,2,2,0,1,1,1,0,1,8,12,4,4,20,20,1,0,0,3,2,2,27,39,1,3,8,9,2,2,66,74,25
132,53033000500,500,5,691.438772394433,,,Tract,3165,3102,63,2730,41,6,215,5,9,96,46,0,3,2,0,7,5,3274,2875,55,31,280,14,19,3064,2776,41,9,217,5,16,101,93,11,18,56,4,2,1,0,0,0,0,0,0,0,1,0,8,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,48.7,50.3,1519,75,93,105,64,24,7,7,25,40,54,75,99,124,146,170,50,90,32,49,65,38,37,50,1646,69,88,87,47,34,15,6,22,36,60,91,105,154,153,195,59,86,40,60,47,58,59,75,262,222,271,339,1333,1397,68,51,214,178,250,315,186,249,7,18,48,44,21,24,435,25,628
133,53033010900,10900,109,1189.38010994944,,,Tract,1287,1129,158,842,92,19,125,4,4,43,62,3,6,1,0,79,7,1346,949,112,51,140,5,89,1237,904,95,25,126,4,83,50,42,11,16,6,0,4,0,1,0,0,1,0,1,1,1,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38.1,35.5,763,31,22,21,7,7,9,3,24,78,108,102,73,57,62,57,31,20,6,11,15,12,4,3,524,35,19,16,12,8,8,3,26,55,73,77,41,39,34,30,8,8,9,6,2,3,5,7,50,47,51,32,512,330,17,17,12,12,37,20,251,194,14,18,38,35,14,12,445,54,163
134,53033011200,11200,112,681.680772750876,,,Tract,3873,2417,1456,1235,344,46,609,61,7,115,476,58,29,7,1,770,115,4135,1881,484,150,670,89,861,3643,1711,402,75,616,62,777,230,203,32,34,31,8,42,7,5,5,15,1,3,7,0,10,3,22,9,0,3,1,1,0,4,0,0,0,1,0,0,0,0,0,1,2,0,0,5,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,34.5,32.9,2125,155,129,130,88,72,25,35,101,183,168,200,190,184,112,114,34,56,28,18,42,28,16,17,1748,148,134,112,70,49,19,17,74,147,164,151,138,122,101,102,35,33,18,16,30,26,15,27,347,316,149,132,685,550,26,29,41,54,71,75,1440,1198,129,119,306,262,78,57,2638,72,966
135,53033011900,11900,119,773.478078647768,,,Tract,7108,6671,437,1859,1896,36,2320,72,9,479,125,34,13,37,11,146,71,7774,2371,2249,216,2606,134,198,6558,1984,1930,49,2357,83,155,550,451,126,31,119,11,12,52,46,3,13,9,0,3,22,4,0,82,39,14,0,0,6,1,3,8,2,0,5,0,3,1,0,0,0,0,0,0,17,9,3,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39.2,38,40.1,3581,215,213,232,185,111,53,35,131,229,214,277,296,273,249,247,86,119,64,77,100,71,46,58,3527,213,173,210,137,90,45,44,104,204,226,311,248,248,312,273,87,134,69,72,113,82,66,66,630,520,416,468,947,912,44,47,65,61,150,170,2634,2615,171,166,565,459,266,298,5249,75,1578
